"county","setback","horizontal","county_area_m2","drillable_surface_m2","drillable_underground_m2","drillable_surface_pct","drillable_underground_pct"
"San Miguel",250,0,3352591080.72307,2545613306.38374,2545613306.38374,0.759297285320796,0.759297285320796
"San Miguel",250,0.25,3352591080.72307,2545613306.38374,3352179034.62089,0.759297285320796,0.999877096224306
"San Miguel",250,0.5,3352591080.72307,2545613306.38374,3352591080.72307,0.759297285320796,1
"San Miguel",250,0.75,3352591080.72307,2545613306.38374,3352591080.72307,0.759297285320796,1
"San Miguel",250,1,3352591080.72307,2545613306.38374,3352591080.72307,0.759297285320796,1
"San Miguel",250,1.25,3352591080.72307,2545613306.38374,3352591080.72307,0.759297285320796,1
"San Miguel",250,1.5,3352591080.72307,2545613306.38374,3352591080.72307,0.759297285320796,1
"San Miguel",250,1.75,3352591080.72307,2545613306.38374,3352591080.72307,0.759297285320796,1
"San Miguel",250,2,3352591080.72307,2545613306.38374,3352591080.72307,0.759297285320796,1
"San Miguel",250,2.25,3352591080.72307,2545613306.38374,3352591080.72307,0.759297285320796,1
"San Miguel",250,2.5,3352591080.72307,2545613306.38374,3352591080.72307,0.759297285320796,1
"San Miguel",250,2.75,3352591080.72307,2545613306.38374,3352591080.72307,0.759297285320796,1
"San Miguel",250,3,3352591080.72307,2545613306.38374,3352591080.72307,0.759297285320796,1
"San Miguel",500,0,3352591080.72307,1871822726.8913,1871822726.8913,0.558321215388904,0.558321215388904
"San Miguel",500,0.25,3352591080.72307,1871822726.8913,3348946448.25637,0.558321215388904,0.998912890842054
"San Miguel",500,0.5,3352591080.72307,1871822726.8913,3352591080.72307,0.558321215388904,1
"San Miguel",500,0.75,3352591080.72307,1871822726.8913,3352591080.72307,0.558321215388904,1
"San Miguel",500,1,3352591080.72307,1871822726.8913,3352591080.72307,0.558321215388904,1
"San Miguel",500,1.25,3352591080.72307,1871822726.8913,3352591080.72307,0.558321215388904,1
"San Miguel",500,1.5,3352591080.72307,1871822726.8913,3352591080.72307,0.558321215388904,1
"San Miguel",500,1.75,3352591080.72307,1871822726.8913,3352591080.72307,0.558321215388904,1
"San Miguel",500,2,3352591080.72307,1871822726.8913,3352591080.72307,0.558321215388904,1
"San Miguel",500,2.25,3352591080.72307,1871822726.8913,3352591080.72307,0.558321215388904,1
"San Miguel",500,2.5,3352591080.72307,1871822726.8913,3352591080.72307,0.558321215388904,1
"San Miguel",500,2.75,3352591080.72307,1871822726.8913,3352591080.72307,0.558321215388904,1
"San Miguel",500,3,3352591080.72307,1871822726.8913,3352591080.72307,0.558321215388904,1
"San Miguel",750,0,3352591080.72307,1334917383.0912,1334917383.0912,0.398174829840355,0.398174829840355
"San Miguel",750,0.25,3352591080.72307,1334917383.0912,3260345426.97006,0.398174829840355,0.972485265416528
"San Miguel",750,0.5,3352591080.72307,1334917383.0912,3348790586.26384,0.398174829840355,0.998866400832155
"San Miguel",750,0.75,3352591080.72307,1334917383.0912,3351869895.5871,0.398174829840355,0.999784887235394
"San Miguel",750,1,3352591080.72307,1334917383.0912,3352591080.72307,0.398174829840355,1
"San Miguel",750,1.25,3352591080.72307,1334917383.0912,3352591080.72307,0.398174829840355,1
"San Miguel",750,1.5,3352591080.72307,1334917383.0912,3352591080.72307,0.398174829840355,1
"San Miguel",750,1.75,3352591080.72307,1334917383.0912,3352591080.72307,0.398174829840355,1
"San Miguel",750,2,3352591080.72307,1334917383.0912,3352591080.72307,0.398174829840355,1
"San Miguel",750,2.25,3352591080.72307,1334917383.0912,3352591080.72307,0.398174829840355,1
"San Miguel",750,2.5,3352591080.72307,1334917383.0912,3352591080.72307,0.398174829840355,1
"San Miguel",750,2.75,3352591080.72307,1334917383.0912,3352591080.72307,0.398174829840355,1
"San Miguel",750,3,3352591080.72307,1334917383.0912,3352591080.72307,0.398174829840355,1
"San Miguel",1000,0,3352591080.72307,931221870.620371,931221870.620371,0.277761840975706,0.277761840975706
"San Miguel",1000,0.25,3352591080.72307,931221870.620371,2861753555.18766,0.277761840975706,0.853594573952768
"San Miguel",1000,0.5,3352591080.72307,931221870.620371,3303860092.35853,0.277761840975706,0.985464678754073
"San Miguel",1000,0.75,3352591080.72307,931221870.620371,3348375889.88892,0.277761840975706,0.9987427065417
"San Miguel",1000,1,3352591080.72307,931221870.620371,3352578744.07381,0.277761840975706,0.999996320264249
"San Miguel",1000,1.25,3352591080.72307,931221870.620371,3352591080.72307,0.277761840975706,1
"San Miguel",1000,1.5,3352591080.72307,931221870.620371,3352591080.72307,0.277761840975706,1
"San Miguel",1000,1.75,3352591080.72307,931221870.620371,3352591080.72307,0.277761840975706,1
"San Miguel",1000,2,3352591080.72307,931221870.620371,3352591080.72307,0.277761840975706,1
"San Miguel",1000,2.25,3352591080.72307,931221870.620371,3352591080.72307,0.277761840975706,1
"San Miguel",1000,2.5,3352591080.72307,931221870.620371,3352591080.72307,0.277761840975706,1
"San Miguel",1000,2.75,3352591080.72307,931221870.620371,3352591080.72307,0.277761840975706,1
"San Miguel",1000,3,3352591080.72307,931221870.620371,3352591080.72307,0.277761840975706,1
"San Miguel",1250,0,3352591080.72307,637920116.491997,637920116.491997,0.190276744503661,0.190276744503661
"San Miguel",1250,0.25,3352591080.72307,637920116.491997,2271238119.094,0.190276744503661,0.677457543854156
"San Miguel",1250,0.5,3352591080.72307,637920116.491997,3076172390.23744,0.190276744503661,0.917550729024188
"San Miguel",1250,0.75,3352591080.72307,637920116.491997,3295553881.25934,0.190276744503661,0.982987129032322
