"county","setback","horizontal","county_area_m2","drillable_surface_m2","drillable_underground_m2","drillable_surface_pct","drillable_underground_pct"
"Logan",250,0,4777544982.63017,4148166902.92273,4148166902.92273,0.868263285433066,0.868263285433066
"Logan",250,0.25,4777544982.63017,4148166902.92273,4773121843.07124,0.868263285433066,0.99907418149384
"Logan",250,0.5,4777544982.63017,4148166902.92273,4777466427.4184,0.868263285433066,0.999983557410331
"Logan",250,0.75,4777544982.63017,4148166902.92273,4777544982.63017,0.868263285433066,1
"Logan",250,1,4777544982.63017,4148166902.92273,4777544982.63017,0.868263285433066,1
"Logan",250,1.25,4777544982.63017,4148166902.92273,4777544982.63017,0.868263285433066,1
"Logan",250,1.5,4777544982.63017,4148166902.92273,4777544982.63017,0.868263285433066,1
"Logan",250,1.75,4777544982.63017,4148166902.92273,4777544982.63017,0.868263285433066,1
"Logan",250,2,4777544982.63017,4148166902.92273,4777544982.63017,0.868263285433066,1
"Logan",250,2.25,4777544982.63017,4148166902.92273,4777544982.63017,0.868263285433066,1
"Logan",250,2.5,4777544982.63017,4148166902.92273,4777544982.63017,0.868263285433066,1
"Logan",250,2.75,4777544982.63017,4148166902.92273,4777544982.63017,0.868263285433066,1
"Logan",250,3,4777544982.63017,4148166902.92273,4777544982.63017,0.868263285433066,1
"Logan",500,0,4777544982.63017,3635632911.15882,3635632911.15882,0.760983501856491,0.760983501856491
"Logan",500,0.25,4777544982.63017,3635632911.15882,4763937223.16418,0.760983501856491,0.997151725516877
"Logan",500,0.5,4777544982.63017,3635632911.15882,4777106129.68671,0.760983501856491,0.999908142582631
"Logan",500,0.75,4777544982.63017,3635632911.15882,4777544982.63017,0.760983501856491,1
"Logan",500,1,4777544982.63017,3635632911.15882,4777544982.63017,0.760983501856491,1
"Logan",500,1.25,4777544982.63017,3635632911.15882,4777544982.63017,0.760983501856491,1
"Logan",500,1.5,4777544982.63017,3635632911.15882,4777544982.63017,0.760983501856491,1
"Logan",500,1.75,4777544982.63017,3635632911.15882,4777544982.63017,0.760983501856491,1
"Logan",500,2,4777544982.63017,3635632911.15882,4777544982.63017,0.760983501856491,1
"Logan",500,2.25,4777544982.63017,3635632911.15882,4777544982.63017,0.760983501856491,1
"Logan",500,2.5,4777544982.63017,3635632911.15882,4777544982.63017,0.760983501856491,1
"Logan",500,2.75,4777544982.63017,3635632911.15882,4777544982.63017,0.760983501856491,1
"Logan",500,3,4777544982.63017,3635632911.15882,4777544982.63017,0.760983501856491,1
"Logan",750,0,4777544982.63017,3187759405.77306,3187759405.77306,0.667237967902524,0.667237967902524
