"county","setback","horizontal","county_area_m2","drillable_surface_m2","drillable_underground_m2","drillable_surface_pct","drillable_underground_pct"
"Lake",250,0,990558298.057724,702349223.628982,702349223.628982,0.709043803889323,0.709043803889323
"Lake",250,0.25,990558298.057724,702349223.628982,981777137.096203,0.709043803889323,0.991135139669478
"Lake",250,0.5,990558298.057724,702349223.628982,989209934.603773,0.709043803889323,0.998638784353637
"Lake",250,0.75,990558298.057724,702349223.628982,990558298.057724,0.709043803889323,1
"Lake",250,1,990558298.057724,702349223.628982,990558298.057724,0.709043803889323,1
"Lake",250,1.25,990558298.057724,702349223.628982,990558298.057724,0.709043803889323,1
"Lake",250,1.5,990558298.057724,702349223.628982,990558298.057724,0.709043803889323,1
"Lake",250,1.75,990558298.057724,702349223.628982,990558298.057724,0.709043803889323,1
"Lake",250,2,990558298.057724,702349223.628982,990558298.057724,0.709043803889323,1
"Lake",250,2.25,990558298.057724,702349223.628982,990558298.057724,0.709043803889323,1
"Lake",250,2.5,990558298.057724,702349223.628982,990558298.057724,0.709043803889323,1
"Lake",250,2.75,990558298.057724,702349223.628982,990558298.057724,0.709043803889323,1
"Lake",250,3,990558298.057724,702349223.628982,990558298.057724,0.709043803889323,1
"Lake",500,0,990558298.057724,500677899.552912,500677899.552912,0.505450209780319,0.505450209780319
"Lake",500,0.25,990558298.057724,500677899.552912,977894125.368762,0.505450209780319,0.987215116249298
"Lake",500,0.5,990558298.057724,500677899.552912,988173566.519035,0.505450209780319,0.997592537921933
"Lake",500,0.75,990558298.057724,500677899.552912,990558298.057724,0.505450209780319,1
"Lake",500,1,990558298.057724,500677899.552912,990558298.057724,0.505450209780319,1
"Lake",500,1.25,990558298.057724,500677899.552912,990558298.057724,0.505450209780319,1
"Lake",500,1.5,990558298.057724,500677899.552912,990558298.057724,0.505450209780319,1
"Lake",500,1.75,990558298.057724,500677899.552912,990558298.057724,0.505450209780319,1
"Lake",500,2,990558298.057724,500677899.552912,990558298.057724,0.505450209780319,1
"Lake",500,2.25,990558298.057724,500677899.552912,990558298.057724,0.505450209780319,1
"Lake",500,2.5,990558298.057724,500677899.552912,990558298.057724,0.505450209780319,1
"Lake",500,2.75,990558298.057724,500677899.552912,990558298.057724,0.505450209780319,1
"Lake",500,3,990558298.057724,500677899.552912,990558298.057724,0.505450209780319,1
"Lake",750,0,990558298.057724,347693065.967007,347693065.967007,0.351007171055717,0.351007171055717
"Lake",750,0.25,990558298.057724,347693065.967007,933848496.679332,0.351007171055717,0.942749657955935
"Lake",750,0.5,990558298.057724,347693065.967007,984354993.250896,0.351007171055717,0.993737567168948
"Lake",750,0.75,990558298.057724,347693065.967007,990495370.065143,0.351007171055717,0.999936472196836
"Lake",750,1,990558298.057724,347693065.967007,990558298.057724,0.351007171055717,1
"Lake",750,1.25,990558298.057724,347693065.967007,990558298.057724,0.351007171055717,1
"Lake",750,1.5,990558298.057724,347693065.967007,990558298.057724,0.351007171055717,1
"Lake",750,1.75,990558298.057724,347693065.967007,990558298.057724,0.351007171055717,1
"Lake",750,2,990558298.057724,347693065.967007,990558298.057724,0.351007171055717,1
"Lake",750,2.25,990558298.057724,347693065.967007,990558298.057724,0.351007171055717,1
"Lake",750,2.5,990558298.057724,347693065.967007,990558298.057724,0.351007171055717,1
"Lake",750,2.75,990558298.057724,347693065.967007,990558298.057724,0.351007171055717,1
"Lake",750,3,990558298.057724,347693065.967007,990558298.057724,0.351007171055717,1
"Lake",1000,0,990558298.057724,235078180.636299,235078180.636299,0.237318874716649,0.237318874716649
"Lake",1000,0.25,990558298.057724,235078180.636299,796620064.129607,0.237318874716649,0.804213205514114
"Lake",1000,0.5,990558298.057724,235078180.636299,958053931.075371,0.237318874716649,0.967185811227782
"Lake",1000,0.75,990558298.057724,235078180.636299,984344751.537411,0.237318874716649,0.993727227834549
"Lake",1000,1,990558298.057724,235078180.636299,989915732.768153,0.237318874716649,0.999351309972537
"Lake",1000,1.25,990558298.057724,235078180.636299,990558298.057724,0.237318874716649,1
"Lake",1000,1.5,990558298.057724,235078180.636299,990558298.057724,0.237318874716649,1
"Lake",1000,1.75,990558298.057724,235078180.636299,990558298.057724,0.237318874716649,1
"Lake",1000,2,990558298.057724,235078180.636299,990558298.057724,0.237318874716649,1
"Lake",1000,2.25,990558298.057724,235078180.636299,990558298.057724,0.237318874716649,1
"Lake",1000,2.5,990558298.057724,235078180.636299,990558298.057724,0.237318874716649,1
"Lake",1000,2.75,990558298.057724,235078180.636299,990558298.057724,0.237318874716649,1
"Lake",1000,3,990558298.057724,235078180.636299,990558298.057724,0.237318874716649,1
"Lake",1250,0,990558298.057724,155166197.501535,155166197.501535,0.156645194740969,0.156645194740969
"Lake",1250,0.25,990558298.057724,155166197.501535,608066835.308075,0.156645194740969,0.613862744373922
"Lake",1250,0.5,990558298.057724,155166197.501535,881948338.947181,0.156645194740969,0.89035480362589
"Lake",1250,0.75,990558298.057724,155166197.501535,958417446.697544,0.156645194740969,0.967552791770862
"Lake",1250,1,990558298.057724,155166197.501535,980264422.059713,0.156645194740969,0.989608005891026
"Lake",1250,1.25,990558298.057724,155166197.501535,988946197.910285,0.156645194740969,0.998372533801797
"Lake",1250,1.5,990558298.057724,155166197.501535,990558298.057724,0.156645194740969,1
"Lake",1250,1.75,990558298.057724,155166197.501535,990558298.057724,0.156645194740969,1
"Lake",1250,2,990558298.057724,155166197.501535,990558298.057724,0.156645194740969,1
"Lake",1250,2.25,990558298.057724,155166197.501535,990558298.057724,0.156645194740969,1
"Lake",1250,2.5,990558298.057724,155166197.501535,990558298.057724,0.156645194740969,1
"Lake",1250,2.75,990558298.057724,155166197.501535,990558298.057724,0.156645194740969,1
"Lake",1250,3,990558298.057724,155166197.501535,990558298.057724,0.156645194740969,1
"Lake",1500,0,990558298.057724,100947561.168214,100947561.168214,0.101909762773328,0.101909762773328
