"county","setback","horizontal","county_area_m2","drillable_surface_m2","drillable_underground_m2","drillable_surface_pct","drillable_underground_pct"
"Arapahoe",250,0,2067819133.72496,1371380293.64015,1371380293.64015,0.663201278716167,0.663201278716167
"Arapahoe",250,0.25,2067819133.72496,1371380293.64015,2021173492.54541,0.663201278716167,0.977442107765237
"Arapahoe",250,0.5,2067819133.72496,1371380293.64015,2065167040.903,0.663201278716167,0.998717444490814
"Arapahoe",250,0.75,2067819133.72496,1371380293.64015,2067799723.22395,0.663201278716167,0.999990613056676
"Arapahoe",250,1,2067819133.72496,1371380293.64015,2067819133.72496,0.663201278716167,1
"Arapahoe",250,1.25,2067819133.72496,1371380293.64015,2067819133.72496,0.663201278716167,1
"Arapahoe",250,1.5,2067819133.72496,1371380293.64015,2067819133.72496,0.663201278716167,1
"Arapahoe",250,1.75,2067819133.72496,1371380293.64015,2067819133.72496,0.663201278716167,1
"Arapahoe",250,2,2067819133.72496,1371380293.64015,2067819133.72496,0.663201278716167,1
"Arapahoe",250,2.25,2067819133.72496,1371380293.64015,2067819133.72496,0.663201278716167,1
"Arapahoe",250,2.5,2067819133.72496,1371380293.64015,2067819133.72496,0.663201278716167,1
"Arapahoe",250,2.75,2067819133.72496,1371380293.64015,2067819133.72496,0.663201278716167,1
"Arapahoe",250,3,2067819133.72496,1371380293.64015,2067819133.72496,0.663201278716167,1
"Arapahoe",500,0,2067819133.72496,1014786680.22912,1014786680.22912,0.490752147360726,0.490752147360726
"Arapahoe",500,0.25,2067819133.72496,1014786680.22912,1815417097.76899,0.490752147360726,0.877938049880939
"Arapahoe",500,0.5,2067819133.72496,1014786680.22912,1932199611.33909,0.490752147360726,0.934414224061478
"Arapahoe",500,0.75,2067819133.72496,1014786680.22912,2005038840.28196,0.490752147360726,0.969639369121269
"Arapahoe",500,1,2067819133.72496,1014786680.22912,2044302052.1142,0.490752147360726,0.988627109002324
"Arapahoe",500,1.25,2067819133.72496,1014786680.22912,2063821975.11295,0.490752147360726,0.998066968939968
"Arapahoe",500,1.5,2067819133.72496,1014786680.22912,2067793403.41545,0.490752147360726,0.999987556789134
"Arapahoe",500,1.75,2067819133.72496,1014786680.22912,2067819133.72496,0.490752147360726,1
"Arapahoe",500,2,2067819133.72496,1014786680.22912,2067819133.72496,0.490752147360726,1
"Arapahoe",500,2.25,2067819133.72496,1014786680.22912,2067819133.72496,0.490752147360726,1
"Arapahoe",500,2.5,2067819133.72496,1014786680.22912,2067819133.72496,0.490752147360726,1
"Arapahoe",500,2.75,2067819133.72496,1014786680.22912,2067819133.72496,0.490752147360726,1
"Arapahoe",500,3,2067819133.72496,1014786680.22912,2067819133.72496,0.490752147360726,1
"Arapahoe",750,0,2067819133.72496,729296570.346272,729296570.346272,0.352688762015912,0.352688762015912
"Arapahoe",750,0.25,2067819133.72496,729296570.346272,1697839480.59495,0.352688762015912,0.821077362572068
"Arapahoe",750,0.5,2067819133.72496,729296570.346272,1794436010.24111,0.352688762015912,0.867791568892496
"Arapahoe",750,0.75,2067819133.72496,729296570.346272,1860114758.46858,0.352688762015912,0.899553896243226
"Arapahoe",750,1,2067819133.72496,729296570.346272,1916912021.84029,0.352688762015912,0.927021126062978
"Arapahoe",750,1.25,2067819133.72496,729296570.346272,1963050074.86277,0.352688762015912,0.949333548010331
"Arapahoe",750,1.5,2067819133.72496,729296570.346272,1998922044.70142,0.352688762015912,0.966681278889496
"Arapahoe",750,1.75,2067819133.72496,729296570.346272,2027775924.81832,0.352688762015912,0.980635052527774
"Arapahoe",750,2,2067819133.72496,729296570.346272,2050376986.37043,0.352688762015912,0.991564955043668
"Arapahoe",750,2.25,2067819133.72496,729296570.346272,2062021868.60159,0.352688762015912,0.997196435109425
"Arapahoe",750,2.5,2067819133.72496,729296570.346272,2066129319.73332,0.352688762015912,0.999182803774234
"Arapahoe",750,2.75,2067819133.72496,729296570.346272,2067800232.81649,0.352688762015912,0.999990859496287
"Arapahoe",750,3,2067819133.72496,729296570.346272,2067819133.72496,0.352688762015912,1
"Arapahoe",1000,0,2067819133.72496,507567968.251382,507567968.251382,0.245460524072553,0.245460524072553
"Arapahoe",1000,0.25,2067819133.72496,507567968.251382,1521911575.40259,0.245460524072553,0.735998400721352
"Arapahoe",1000,0.5,2067819133.72496,507567968.251382,1721085821.94045,0.245460524072553,0.832319323228282
"Arapahoe",1000,0.75,2067819133.72496,507567968.251382,1774145215.33005,0.245460524072553,0.857978914303839
"Arapahoe",1000,1,2067819133.72496,507567968.251382,1818439237.85821,0.245460524072553,0.879399560725836
"Arapahoe",1000,1.25,2067819133.72496,507567968.251382,1861172973.31488,0.245460524072553,0.900065650307708
"Arapahoe",1000,1.5,2067819133.72496,507567968.251382,1900186336.34494,0.245460524072553,0.918932562985793
"Arapahoe",1000,1.75,2067819133.72496,507567968.251382,1935649355.03995,0.245460524072553,0.936082524564456
"Arapahoe",1000,2,2067819133.72496,507567968.251382,1967992873.93511,0.245460524072553,0.951723892016598
"Arapahoe",1000,2.25,2067819133.72496,507567968.251382,1991634395.29702,0.245460524072553,0.963156962238423
"Arapahoe",1000,2.5,2067819133.72496,507567968.251382,2008252156.04497,0.245460524072553,0.971193332768573
"Arapahoe",1000,2.75,2067819133.72496,507567968.251382,2020782524.77837,0.245460524072553,0.97725303524885
"Arapahoe",1000,3,2067819133.72496,507567968.251382,2031247491.49548,0.245460524072553,0.98231390665024
"Arapahoe",1250,0,2067819133.72496,341279767.051831,341279767.051831,0.165043335505389,0.165043335505389
"Arapahoe",1250,0.25,2067819133.72496,341279767.051831,1225667915.3051,0.165043335505389,0.592734584623552
"Arapahoe",1250,0.5,2067819133.72496,341279767.051831,1616438110.2978,0.165043335505389,0.781711554910488
"Arapahoe",1250,0.75,2067819133.72496,341279767.051831,1697750945.1267,0.165043335505389,0.821034546705433
"Arapahoe",1250,1,2067819133.72496,341279767.051831,1730383286.60183,0.165043335505389,0.836815589129753
"Arapahoe",1250,1.25,2067819133.72496,341279767.051831,1757565832.29834,0.165043335505389,0.849961103286757
"Arapahoe",1250,1.5,2067819133.72496,341279767.051831,1785388686.22866,0.165043335505389,0.863416271331463
"Arapahoe",1250,1.75,2067819133.72496,341279767.051831,1815601432.40479,0.165043335505389,0.878027194348555
"Arapahoe",1250,2,2067819133.72496,341279767.051831,1847858329.55731,0.165043335505389,0.893626671414237
"Arapahoe",1250,2.25,2067819133.72496,341279767.051831,1881964043.83143,0.165043335505389,0.910120238824399
"Arapahoe",1250,2.5,2067819133.72496,341279767.051831,1915730565.81035,0.165043335505389,0.92644977240314
"Arapahoe",1250,2.75,2067819133.72496,341279767.051831,1942760453.72714,0.165043335505389,0.939521461060985
"Arapahoe",1250,3,2067819133.72496,341279767.051831,1959925261.85568,0.165043335505389,0.947822384409933
"Arapahoe",1500,0,2067819133.72496,223737371.749404,223737371.749404,0.108199681539054,0.108199681539054
"Arapahoe",1500,0.25,2067819133.72496,223737371.749404,887411601.92313,0.108199681539054,0.42915339521235
