"county","setback","horizontal","county_area_m2","drillable_surface_m2","drillable_underground_m2","drillable_surface_pct","drillable_underground_pct"
"Grand",250,0,4842003627.58457,3329211221.24409,3329211221.24409,0.687568923384898,0.687568923384898
"Grand",250,0.25,4842003627.58457,3329211221.24409,4820697882.24194,0.687568923384898,0.995599808058537
"Grand",250,0.5,4842003627.58457,3329211221.24409,4836202155.68055,0.687568923384898,0.998801844783642
"Grand",250,0.75,4842003627.58457,3329211221.24409,4840733295.50918,0.687568923384898,0.999737643303661
"Grand",250,1,4842003627.58457,3329211221.24409,4841977583.20764,0.687568923384898,0.999994621157081
"Grand",250,1.25,4842003627.58457,3329211221.24409,4842003627.58457,0.687568923384898,1
"Grand",250,1.5,4842003627.58457,3329211221.24409,4842003627.58457,0.687568923384898,1
"Grand",250,1.75,4842003627.58457,3329211221.24409,4842003627.58457,0.687568923384898,1
"Grand",250,2,4842003627.58457,3329211221.24409,4842003627.58457,0.687568923384898,1
"Grand",250,2.25,4842003627.58457,3329211221.24409,4842003627.58457,0.687568923384898,1
"Grand",250,2.5,4842003627.58457,3329211221.24409,4842003627.58457,0.687568923384898,1
"Grand",250,2.75,4842003627.58457,3329211221.24409,4842003627.58457,0.687568923384898,1
"Grand",250,3,4842003627.58457,3329211221.24409,4842003627.58457,0.687568923384898,1
"Grand",500,0,4842003627.58457,2208218665.12521,2208218665.12521,0.456054731670405,0.456054731670405
"Grand",500,0.25,4842003627.58457,2208218665.12521,4799762189.93636,0.456054731670405,0.991276041718027
"Grand",500,0.5,4842003627.58457,2208218665.12521,4832740303.49315,0.456054731670405,0.99808688204225
"Grand",500,0.75,4842003627.58457,2208218665.12521,4839332659.511,0.456054731670405,0.99944837544971
"Grand",500,1,4842003627.58457,2208218665.12521,4841730370.91469,0.456054731670405,0.999943565372747
"Grand",500,1.25,4842003627.58457,2208218665.12521,4842003627.58457,0.456054731670405,1
"Grand",500,1.5,4842003627.58457,2208218665.12521,4842003627.58457,0.456054731670405,1
"Grand",500,1.75,4842003627.58457,2208218665.12521,4842003627.58457,0.456054731670405,1
"Grand",500,2,4842003627.58457,2208218665.12521,4842003627.58457,0.456054731670405,1
"Grand",500,2.25,4842003627.58457,2208218665.12521,4842003627.58457,0.456054731670405,1
"Grand",500,2.5,4842003627.58457,2208218665.12521,4842003627.58457,0.456054731670405,1
"Grand",500,2.75,4842003627.58457,2208218665.12521,4842003627.58457,0.456054731670405,1
"Grand",500,3,4842003627.58457,2208218665.12521,4842003627.58457,0.456054731670405,1
"Grand",750,0,4842003627.58457,1416358045.14441,1416358045.14441,0.292514866588598,0.292514866588598
"Grand",750,0.25,4842003627.58457,1416358045.14441,4500927401.12802,0.292514866588598,0.929558865979889
"Grand",750,0.5,4842003627.58457,1416358045.14441,4808967439.50984,0.292514866588598,0.993177165773581
"Grand",750,0.75,4842003627.58457,1416358045.14441,4834720560.89018,0.292514866588598,0.998495856828173
"Grand",750,1,4842003627.58457,1416358045.14441,4840882325.72591,0.292514866588598,0.999768421929246
"Grand",750,1.25,4842003627.58457,1416358045.14441,4842003381.05791,0.292514866588598,0.999999949085818
"Grand",750,1.5,4842003627.58457,1416358045.14441,4842003627.58457,0.292514866588598,1
"Grand",750,1.75,4842003627.58457,1416358045.14441,4842003627.58457,0.292514866588598,1
"Grand",750,2,4842003627.58457,1416358045.14441,4842003627.58457,0.292514866588598,1
"Grand",750,2.25,4842003627.58457,1416358045.14441,4842003627.58457,0.292514866588598,1
"Grand",750,2.5,4842003627.58457,1416358045.14441,4842003627.58457,0.292514866588598,1
"Grand",750,2.75,4842003627.58457,1416358045.14441,4842003627.58457,0.292514866588598,1
"Grand",750,3,4842003627.58457,1416358045.14441,4842003627.58457,0.292514866588598,1
"Grand",1000,0,4842003627.58457,886109378.953828,886109378.953828,0.183004691261634,0.183004691261634
"Grand",1000,0.25,4842003627.58457,886109378.953828,3605702215.6901,0.183004691261634,0.744671522992807
"Grand",1000,0.5,4842003627.58457,886109378.953828,4598456844.15537,0.183004691261634,0.949701238957829
"Grand",1000,0.75,4842003627.58457,886109378.953828,4789065062.42806,0.183004691261634,0.989066805969554
"Grand",1000,1,4842003627.58457,886109378.953828,4828094251.06007,0.183004691261634,0.997127351073169
"Grand",1000,1.25,4842003627.58457,886109378.953828,4838393256.84273,0.183004691261634,0.999254364304629
"Grand",1000,1.5,4842003627.58457,886109378.953828,4841675873.28885,0.183004691261634,0.999932310192035
"Grand",1000,1.75,4842003627.58457,886109378.953828,4842003627.58457,0.183004691261634,1
"Grand",1000,2,4842003627.58457,886109378.953828,4842003627.58457,0.183004691261634,1
"Grand",1000,2.25,4842003627.58457,886109378.953828,4842003627.58457,0.183004691261634,1
"Grand",1000,2.5,4842003627.58457,886109378.953828,4842003627.58457,0.183004691261634,1
"Grand",1000,2.75,4842003627.58457,886109378.953828,4842003627.58457,0.183004691261634,1
"Grand",1000,3,4842003627.58457,886109378.953828,4842003627.58457,0.183004691261634,1
"Grand",1250,0,4842003627.58457,544540607.400149,544540607.400149,0.112461833836294,0.112461833836294
"Grand",1250,0.25,4842003627.58457,544540607.400149,2497940194.38614,0.112461833836294,0.51588978169193
"Grand",1250,0.5,4842003627.58457,544540607.400149,3867680993.85622,0.112461833836294,0.79877697154589
"Grand",1250,0.75,4842003627.58457,544540607.400149,4469771119.51096,0.112461833836294,0.923124281453854
"Grand",1250,1,4842003627.58457,544540607.400149,4705273590.12755,0.112461833836294,0.971761682151977
